"surface","key","english_source","current_translation","suggested_translation","placeholders","notes"
"ios-app","Couldn't load your ladder standing.","Couldn't load your ladder standing.","","","",""
"ios-app","Couldn't open the chat","Couldn't open the chat","","","",""
"ios-app","Couldn't reach CueScore right now — try again shortly, or add it manually.","Couldn't reach CueScore right now — try again shortly, or add it manually.","","","",""
"ios-app","Couldn't save — check your connection and try again.","Couldn't save — check your connection and try again.","","","",""
"ios-app","Couldn't send the request. Try again.","Couldn't send the request. Try again.","","","",""
"ios-app","Couldn't submit that venue. Please try again.","Couldn't submit that venue. Please try again.","","","",""
"ios-app","Couldn't unlink right now. Try again.","Couldn't unlink right now. Try again.","Klarte ikke å koble fra akkurat nå. Prøv igjen.","","",""
"ios-app","Country","Country","Land","","",""
"ios-app","Create and add","Create and add","Opprett og legg til","","",""
"ios-app","CueScore","CueScore","CueScore","","",""
"ios-app","CueScore linked","CueScore linked","CueScore koblet til","","",""
"ios-app","CueScore lookups are turned off right now — add the club manually below.","CueScore lookups are turned off right now — add the club manually below.","","","",""
"ios-app","CueScore match","CueScore match","CueScore-kamp","","",""
"ios-app","CueScore player ID or profile link","CueScore player ID or profile link","CueScore-spiller-ID eller profillenke","","",""
"ios-app","CueScore profile","CueScore profile","CueScore-profil","","",""
"ios-app","Current season","Current season","","","",""
"ios-app","Current standings","Current standings","","","",""
"ios-app","Dark","Dark","Mørk","","",""
"ios-app","Decide later","Decide later","Bestem senere","","",""
"ios-app","Decline","Decline","Avslå","","",""
"ios-app","Declined","Declined","Avslått","","",""
"ios-app","Delete account","Delete account","Slett konto","","",""
"ios-app","Delete everything","Delete everything","Slett alt","","",""
"ios-app","Delete for everyone","Delete for everyone","Slett for alle","","",""
"ios-app","Delete for everyone?","Delete for everyone?","Slett for alle?","","",""
"ios-app","Delete game","Delete game","Slett kampen","","",""
"ios-app","Delete your account?","Delete your account?","Slette kontoen din?","","",""
"ios-app","Deleted player","Deleted player","Slettet spiller","","",""
"ios-app","Did this game happen?","Did this game happen?","Ble denne kampen spilt?","","",""
"ios-app","Did you mean?","Did you mean?","","","",""
"ios-app","Didn't happen","Didn't happen","Ble ikke spilt","","",""
"ios-app","Didn't happen?","Didn't happen?","Ble ikke spilt?","","",""
"ios-app","Discipline","Discipline","Disiplin","","",""
"ios-app","Dismiss rotate suggestion","Dismiss rotate suggestion","","","",""
"ios-app","Doesn't look right? Message %@","Doesn't look right? Message %@","","","%@",""
"ios-app","Done","Done","Ferdig","","",""
"ios-app","Edit","Edit","Rediger","","",""
"ios-app","Edit bio","Edit bio","Rediger bio","","",""
"ios-app","Edit bio & home town","Edit bio & home town","Rediger bio og hjemsted","","",""
"ios-app","Edit result","Edit result","","","",""
"ios-app","Email us","Email us","","","",""
"ios-app","End","End","","","",""
"ios-app","Ends %@ · %@","Ends %@ · %@","Slutter %@ · %@","","%@",""
"ios-app","Everyone starts at","Everyone starts at","","","",""
"ios-app","Everyone starts at 1500. When you and another member of your city's ladder log a match together, the winner's rating goes up and the loser's goes down.","Everyone starts at 1500. When you and another member of your city's ladder log a match together, the winner's rating goes up and the loser's goes down.","","","",""
"ios-app","Expired","Expired","Utløpt","","",""
"ios-app","Export the board","Export the board","","","",""
"ios-app","Facebook","Facebook","","","",""
"ios-app","FairMatch profile link (optional)","FairMatch profile link (optional)","FairMatch-profillenke (valgfritt)","","",""
"ios-app","Fake profile","Fake profile","Falsk profil","","",""
"ios-app","Fargo Rating","Fargo Rating","Fargo Rating","","",""
"ios-app","Fastest way: paste the club's CueScore venue link — the one that ends in a number. Or add it manually below.","Fastest way: paste the club's CueScore venue link — the one that ends in a number. Or add it manually below.","","","",""
"ios-app","Final standings · %@","Final standings · %@","","","%@",""
"ios-app","Final standings · closed %@ — exported %@","Final standings · closed %@ — exported %@","","","%@",""
"ios-app","Find and challenge One Pocket players near you.","Find and challenge One Pocket players near you.","Finn One Pocket-spillere i nærheten – og utfordre dem.","","",""
"ios-app","Find players","Find players","Finn spillere","","",""
"ios-app","Find players by name","Find players by name","Finn spillere på navn","","",""
"ios-app","Find your club","Find your club","Finn din klubb","","",""
"ios-app","Finish","Finish","Fullfør","","",""
"ios-app","Finish later","Finish later","Fullfør senere","","",""
"ios-app","Finish match","Finish match","","","",""
"ios-app","Finish setting up","Finish setting up","Fullfør oppsettet","","",""
"ios-app","Finish your match on CueScore.","Finish your match on CueScore.","Fullfør kampen din på CueScore.","","",""
"ios-app","Flip a coin to decide who breaks, and start the match","Flip a coin to decide who breaks, and start the match","","","",""
"ios-app","Flip for me — starts the match","Flip for me — starts the match","","","",""
"ios-app","Follow us","Follow us","","","",""
"ios-app","For players who'd rather call or text. Shown only to accepted connections.","For players who'd rather call or text. Shown only to accepted connections.","For spillere som heller vil ringe eller sende melding. Vises bare for godkjente kontakter.","","",""
"ios-app","Form","Form","Form","","",""
"ios-app","From your profile","From your profile","","","",""
"ios-app","Go invisible","Go invisible","Bli usynlig","","",""
"ios-app","Go to Connections","Go to Connections","Gå til Kontakter","","",""
"ios-app","Got it","Got it","OK","","",""
"ios-app","Harassment or abuse","Harassment or abuse","Trakassering eller misbruk","","",""
"ios-app","Has a home table — private until connected","Has a home table — private until connected","","","",""
"ios-app","Have another player scan this to connect with you on 8nOut.","Have another player scan this to connect with you on 8nOut.","La en annen spiller skanne denne for å koble seg til deg på 8nOut.","","",""
"ios-app","Head-to-head with you","Head-to-head with you","Innbyrdes mot deg","","",""
"ios-app","Heart","Heart","Hjerte","","",""
"ios-app","Help","Help","","","",""
"ios-app","Help isn't available","Help isn't available","","","",""
"ios-app","Helps us decide whether to build a home-table feature. It's private, and skipping changes nothing else about your account. If you already have one, it stays visible to your connections only — never public.","Helps us decide whether to build a home-table feature. It's private, and skipping changes nothing else about your account. If you already have one, it stays visible to your connections only — never public.","Hjelper oss å bestemme om vi bør bygge en hjemmebord-funksjon. Det er privat, og å hoppe over endrer ingenting annet på kontoen din. Har du allerede ett, er det bare synlig for kontaktene dine — aldri offentlig.","","",""
"ios-app","Hidden (%lld)","Hidden (%lld)","Skjult (%lld)","","%lld",""
"ios-app","Hide conversation","Hide conversation","Skjul samtalen","","",""
"ios-app","Hide invite","Hide invite","Skjul invitasjonen","","",""
"ios-app","Home","Home","Hjemme","","",""
"ios-app","Home table","Home table","Hjemmebord","","",""
"ios-app","Home table — address stays private until shared","Home table — address stays private until shared","Hjemmebord — adressen forblir privat til du deler den","","",""
"ios-app","Home town","Home town","Hjemsted","","",""
"ios-app","How chat works","How chat works","Slik fungerer chatten","","",""
"ios-app","How fast it moves","How fast it moves","","","",""
"ios-app","How importing works","How importing works","Slik fungerer importen","","",""
"ios-app","How it works","How it works","","","",""
"ios-app","How my name appears in past seasons","How my name appears in past seasons","Hvordan navnet mitt vises i tidligere sesonger","","",""
"ios-app","How the rating works","How the rating works","","","",""
"ios-app","I confirm I am at least %lld years old.","I confirm I am at least %lld years old.","Jeg bekrefter at jeg er minst %lld år gammel.","","%lld",""
"ios-app","I have read and agree to the [Terms of Service](%@) and [Privacy Policy](%@).","I have read and agree to the [Terms of Service](%@) and [Privacy Policy](%@).","Jeg har lest og godtar [Vilkår for bruk](%1$@) og [Personvernerklæringen](%2$@).","","%@",""
"ios-app","I'm 18 or older now","I'm 18 or older now","Jeg er nå 18 eller eldre","","",""
"ios-app","I'm in the club","I'm in the club","","","",""
"ios-app","I'm making this report in good faith and believe the information in it is accurate and complete.","I'm making this report in good faith and believe the information in it is accurate and complete.","Jeg sender denne rapporten i god tro og mener opplysningene i den er riktige og fullstendige.","","",""
"ios-app","If you believe this decision was wrong, you can contact us at [privacy@8nout.com](mailto:privacy@8nout.com). Because the account and its data have been deleted we cannot restore them, but you can still contest this decision, including before a court. More on this is in our Terms of Service (section 13).","If you believe this decision was wrong, you can contact us at [privacy@8nout.com](mailto:privacy@8nout.com). Because the account and its data have been deleted we cannot restore them, but you can still contest this decision, including before a court. More on this is in our Terms of Service (section 13).","Hvis du mener denne avgjørelsen var feil, kan du kontakte oss på [privacy@8nout.com](mailto:privacy@8nout.com). Fordi kontoen og dataene dens er slettet, kan vi ikke gjenopprette dem, men du kan fortsatt bestride denne avgjørelsen, også for en domstol. Mer om dette finner du i Vilkårene for bruk (seksjon 13).","","",""
"ios-app","If you believe this was a mistake, you can contact us at [privacy@8nout.com](mailto:privacy@8nout.com) to ask us to review it. If you disagree with our decision, you also have the right to take the matter to court. More on this is in our Terms of Service (section 13).","If you believe this was a mistake, you can contact us at [privacy@8nout.com](mailto:privacy@8nout.com) to ask us to review it. If you disagree with our decision, you also have the right to take the matter to court. More on this is in our Terms of Service (section 13).","Hvis du mener dette var en feil, kan du kontakte oss på [privacy@8nout.com](mailto:privacy@8nout.com) for å be oss vurdere det på nytt. Hvis du er uenig i avgjørelsen vår, har du også rett til å bringe saken inn for domstolene. Mer om dette finner du i Vilkårene for bruk (seksjon 13).","","",""
"ios-app","If you think this is wrong, contact us at privacy@8nout.com. Your right to go to court is unaffected.","If you think this is wrong, contact us at privacy@8nout.com. Your right to go to court is unaffected.","Mener du dette er feil, kontakt oss på privacy@8nout.com. Retten din til å gå til domstolene påvirkes ikke.","","",""
"ios-app","Import a CueScore match","Import a CueScore match","Importer en CueScore-kamp","","",""
"ios-app","Import a finished CueScore match — every game counts, win or lose.","Import a finished CueScore match — every game counts, win or lose.","Importer en fullført CueScore-kamp — hver kamp teller, uansett om du vinner eller taper.","","",""
"ios-app","Import match","Import match","Importer kamp","","",""
"ios-app","Import this match","Import this match","Importer denne kampen","","",""
"ios-app","Importing…","Importing…","Importerer…","","",""
"ios-app","In %@","In %@","I %@","","%@",""
"ios-app","In the app now","In the app now","I appen nå","","",""
"ios-app","In the club at %@ until %@","In the club at %@ until %@","","","%@",""
"ios-app","In the club until %@","In the club until %@","","","%@",""
"ios-app","Inappropriate content","Inappropriate content","Upassende innhold","","",""
"ios-app","Inappropriate photo","Inappropriate photo","Upassende bilde","","",""
"ios-app","Invitation expired","Invitation expired","Invitasjon utløpt","","",""
"ios-app","Invitation to play","Invitation to play","Invitasjon til spill","","",""
"ios-app","Invite a connection to play from the Connections tab.","Invite a connection to play from the Connections tab.","Inviter en kontakt til spill fra Kontakter-fanen.","","",""
"ios-app","Invite a player","Invite a player","Inviter en spiller","","",""
"ios-app","Invite link","Invite link","Invitasjonslenke","","",""
"ios-app","Invite sent","Invite sent","Invitasjon sendt","","",""
"ios-app","Invite to play","Invite to play","Inviter til spill","","",""
"ios-app","Is that close enough?","Is that close enough?","","","",""
"ios-app","It moves with your results — quickly at first, then more slowly as it settles.","It moves with your results — quickly at first, then more slowly as it settles.","","","",""
"ios-app","It's on your clubs already. Once it's approved, the club goes on the map and your name is on its list. Until then, you're not on any club's list.","It's on your clubs already. Once it's approved, the club goes on the map and your name is on its list. Until then, you're not on any club's list.","Den ligger allerede blant klubbene dine. Når den er godkjent, kommer klubben på kartet og navnet ditt står på listen. Inntil da står du ikke på noen klubbliste.","","",""
"ios-app","It's still on your profile, but you're not on any club's list. Pick a club that's already on the map and you're on its list straight away.","It's still on your profile, but you're not on any club's list. Pick a club that's already on the map and you're on its list straight away.","Den ligger fortsatt i profilen din, men du står ikke på noen klubbliste. Velg en klubb som allerede er på kartet, så står du på listen med én gang.","","",""
"ios-app","Join","Join","","","",""
"ios-app","Join the %@ Ladder","Join the %@ Ladder","","","%@",""
"ios-app","Join the ladder","Join the ladder","","","",""
"ios-app","Language","Language","Språk","","",""
"ios-app","Last 5","Last 5","Siste 5","","",""
"ios-app","Last played","Last played","Sist spilt","","",""
"ios-app","Last played %@","Last played %@","Sist spilt %@","","%@",""
"ios-app","Last-played dates are left off the printed board. Rank, name and rating only.","Last-played dates are left off the printed board. Rank, name and rating only.","","","",""
"ios-app","Laughing","Laughing","Leende","","",""
"ios-app","Learn more","Learn more","Les mer","","",""
"ios-app","Leave","Leave","","","",""
"ios-app","Leave the %@ Ladder","Leave the %@ Ladder","","","%@",""
"ios-app","Leave the ladder","Leave the ladder","","","",""
"ios-app","Legal","Legal","Juridisk","","",""
"ios-app","Legal contact points","Legal contact points","","","",""
"ios-app","Let's connect","Let's connect","La oss koble oss sammen","","",""
"ios-app","Light","Light","Lys","","",""
"ios-app","Link CueScore","Link CueScore","Koble til CueScore","","",""
"ios-app","Link CueScore profile","Link CueScore profile","Koble til CueScore-profil","","",""
"ios-app","Link CueScore to import results","Link CueScore to import results","Koble til CueScore for å importere resultater","","",""
"ios-app","Link added · number hidden","Link added · number hidden","Lenke lagt til · nummer skjult","","",""
"ios-app","Link your CueScore profile so other One Pocket players recognise you — your name and photo come straight from CueScore. You can always do this later in Profile.","Link your CueScore profile so other One Pocket players recognise you — your name and photo come straight from CueScore. You can always do this later in Profile.","Koble til CueScore-profilen din så andre One Pocket-spillere kjenner deg igjen — navn og bilde hentes rett fra CueScore. Du kan gjøre dette senere i profilen.","","",""
"ios-app","Link your CueScore profile to import your match results — every game counts, win or lose.","Link your CueScore profile to import your match results — every game counts, win or lose.","Koble til CueScore-profilen din for å importere resultatene dine — hver kamp teller, uansett om du vinner eller taper.","","",""
"ios-app","Linked","Linked","Tilknyttet","","",""
"ios-app","Live","Live","","","",""
"ios-app","Load more","Load more","Last inn flere","","",""
"ios-app","Loading…","Loading…","","","",""
"ios-app","Log result","Log result","Registrer resultat","","",""
"ios-app","Look up","Look up","","","",""
"ios-app","Look up another","Look up another","","","",""
"ios-app","Look up match","Look up match","Slå opp kamp","","",""
"ios-app","Looking up…","Looking up…","Slår opp…","","",""
"ios-app","Lost","Lost","Tapt","","",""
"ios-app","Make sure this is right before finishing.","Make sure this is right before finishing.","","","",""
"ios-app","Map","Map","Kart","","",""
"ios-app","Map data","Map data","","","",""
"ios-app","Map data © OpenStreetMap contributors","Map data © OpenStreetMap contributors","","","",""
"ios-app","Match","Match","Kamp","","",""
"ios-app","Match finished","Match finished","","","",""
"ios-app","Match finished. %@, %@ against %@.","Match finished. %@, %@ against %@.","","","%@",""
"ios-app","Match imported","Match imported","Kamp importert","","",""
"ios-app","Matches","Matches","Kamper","","",""
"ios-app","Messages are deleted automatically 60 days after they're sent.","Messages are deleted automatically 60 days after they're sent.","Meldinger slettes automatisk 60 dager etter at de ble sendt.","","",""
"ios-app","Messaging is unavailable right now — try again later.","Messaging is unavailable right now — try again later.","Meldinger er ikke tilgjengelig akkurat nå — prøv igjen senere.","","",""
"ios-app","More options for %@","More options for %@","","","%@",""
"ios-app","More players","More players","Flere spillere","","",""
"ios-app","Mute notifications","Mute notifications","Demp varsler","","",""
"ios-app","Muted","Muted","Dempet","","",""
"ios-app","My clubs","My clubs","Mine klubber","","",""
"ios-app","My connect code","My connect code","Min tilkoblingskode","","",""
"ios-app","My public profile","My public profile","Min offentlige profil","","",""
"ios-app","Name","Name","Navn","","",""
"ios-app","Navigate to %@","Navigate to %@","Naviger til %@","","%@",""
"ios-app","Nearby players","Nearby players","Spillere i nærheten","","",""
"ios-app","Needs your response","Needs your response","Venter på svar fra deg","","",""
"ios-app","New","New","","","",""
"ios-app","New code ready","New code ready","Ny kode klar","","",""
"ios-app","New scoreboard","New scoreboard","","","",""
"ios-app","New venue","New venue","Nytt sted","","",""
"ios-app","Next","Next","Neste","","",""
"ios-app","No CueScore player found with that ID or profile link.","No CueScore player found with that ID or profile link.","Fant ingen CueScore-spiller med den ID-en eller profillenken.","","",""
"ios-app","No active challenges yet.","No active challenges yet.","Ingen aktive utfordringer ennå.","","",""
"ios-app","No answers are published yet.","No answers are published yet.","","","",""
"ios-app","No answers for ""%@""","No answers for ""%@""","","","%@",""
"ios-app","No automated tools were used in this decision — a person reviewed it.","No automated tools were used in this decision — a person reviewed it.","Ingen automatiserte verktøy ble brukt i denne avgjørelsen — et menneske har vurdert den.","","",""
"ios-app","No clubs saved yet — add one from your Profile","No clubs saved yet — add one from your Profile","","","",""
"ios-app","No connections yet — find players on the map, or tap the invite button above to redeem a link a friend sent you.","No connections yet — find players on the map, or tap the invite button above to redeem a link a friend sent you.","Ingen kontakter ennå — finn spillere på kartet, eller trykk på invitasjonsknappen over for å løse inn en lenke en venn har sendt deg.","","",""
"ios-app","No conversations yet.","No conversations yet.","Ingen samtaler ennå.","","",""
"ios-app","No end time","No end time","Ingen sluttid","","",""
"ios-app","No live scoreboard games in progress right now","No live scoreboard games in progress right now","","","",""
"ios-app","No one's online in %@ right now","No one's online in %@ right now","Ingen er online i %@ akkurat nå","","%@",""
"ios-app","No one's online in your clubs or in %@ right now","No one's online in your clubs or in %@ right now","Ingen er online i klubbene dine eller i %@ akkurat nå","","%@",""
"ios-app","No players found.","No players found.","Fant ingen spillere.","","",""
"ios-app","No players match ""%@""","No players match ""%@""","Fant ingen spillere for «%@»","","%@",""
"ios-app","No score was recorded before this session timed out. Nothing was saved to your record.","No score was recorded before this session timed out. Nothing was saved to your record.","","","",""
"ios-app","No venue","No venue","","","",""
"ios-app","Nobody has your exact address right now.","Nobody has your exact address right now.","Ingen har den nøyaktige adressen din akkurat nå.","","",""
"ios-app","Nobody in %@ has logged a qualifying match yet. Play one with another member here and you'll both be on it.","Nobody in %@ has logged a qualifying match yet. Play one with another member here and you'll both be on it.","","","%@",""
"ios-app","None of these — submit anyway","None of these — submit anyway","","","",""
"ios-app","Not a real pool venue","Not a real pool venue","","","",""
"ios-app","Not approved","Not approved","Ikke godkjent","","",""
"ios-app","Not approved — %@","Not approved — %@","","","%@",""
"ios-app","Not now","Not now","Ikke nå","","",""
"ios-app","Not open","Not open","Ikke klar","","",""
"ios-app","Not open right now","Not open right now","Ikke klar akkurat nå","","",""
"ios-app","Not sure yet? Finish later","Not sure yet? Finish later","Enda usikker? Fullfør senere","","",""
"ios-app","Nothing was saved for your city in this season.","Nothing was saved for your city in this season.","","","",""
"ios-app","Nothing you typed is wrong — the problem is at our end.","Nothing you typed is wrong — the problem is at our end.","","","",""
"ios-app","Now","Now","Nå","","",""
"ios-app","OK","OK","OK","","",""
"ios-app","ONE POCKET · 8NOUT","ONE POCKET · 8NOUT","","","",""
"ios-app","On the City list only, to connections of both of you. End it anytime.","On the City list only, to connections of both of you. End it anytime.","Bare i by-listen, til de som er tilkoblet begge dere. Avslutt når som helst.","","",""
"ios-app","On your club pin and the City list, to connections of both of you. End it anytime.","On your club pin and the City list, to connections of both of you. End it anytime.","På din klubb-pin og i by-listen, til de som er tilkoblet begge dere. Avslutt når som helst.","","",""
"ios-app","One Pocket","One Pocket","One Pocket","","",""
"ios-app","One Pocket only. Always up for a session.","One Pocket only. Always up for a session.","Bare One Pocket. Alltid klar for en økt.","","",""
"ios-app","One more thing","One more thing","Én ting til","","",""
"ios-app","One quick question","One quick question","Ett raskt spørsmål","","",""
"ios-app","One word is fine — plenty of players here go by a handle.","One word is fine — plenty of players here go by a handle.","Ett ord holder — mange her bruker et kallenavn.","","",""
"ios-app","Online in %@","Online in %@","Online i %@","","%@",""
"ios-app","Online now","Online now","Online nå","","",""
"ios-app","Only the player who started this scoreboard can update it.","Only the player who started this scoreboard can update it.","","","",""
"ios-app","Only works when the other person has it on too.","Only works when the other person has it on too.","Fungerer bare når den andre også har det på.","","",""
"ios-app","Open 8nout.com/help","Open 8nout.com/help","","","",""
"ios-app","Open Settings","Open Settings","Åpne Innstillinger","","",""
"ios-app","Open TestFlight","Open TestFlight","Åpne TestFlight","","",""
"ios-app","Open TestFlight and install the latest build.","Open TestFlight and install the latest build.","Åpne TestFlight og installer den nyeste versjonen.","","",""
"ios-app","Open the match and copy its link.","Open the match and copy its link.","Åpne kampen og kopier lenken.","","",""
"ios-app","Open the match on CueScore and paste its link (…/match/?matchId=…).","Open the match on CueScore and paste its link (…/match/?matchId=…).","Åpne kampen på CueScore og lim inn lenken (…/match/?matchId=…).","","",""
"ios-app","Open to play","Open to play","Klar for spill","","",""
"ios-app","Open to play only","Open to play only","Bare klar for spill","","",""
"ios-app","Opens the full list of players","Opens the full list of players","","","",""
"ios-app","Opens this club's page","Opens this club's page","","","",""
"ios-app","Opponent","Opponent","Motstander","","",""
"ios-app","Option 1","Option 1","Alternativ 1","","",""
"ios-app","Option 2","Option 2","Alternativ 2","","",""
"ios-app","Overall","Overall","Totalt","","",""
"ios-app","PLAYER","PLAYER","","","",""
"ios-app","Past seasons","Past seasons","","","",""
"ios-app","Paste CueScore match link","Paste CueScore match link","Lim inn CueScore-kamplenke","","",""
"ios-app","Paste a CueScore venue link","Paste a CueScore venue link","","","",""
"ios-app","Paste a link instead","Paste a link instead","Lim inn en lenke i stedet","","",""
"ios-app","Paste an 8nOut invite link","Paste an 8nOut invite link","Lim inn en 8nOut-invitasjonslenke","","",""
"ios-app","Paste it here — 8nOut reads the final score and adds it to your record, win or lose.","Paste it here — 8nOut reads the final score and adds it to your record, win or lose.","Lim den inn her — 8nOut leser sluttresultatet og legger det til i statistikken din, uansett om du vinner eller taper.","","",""
"ios-app","Paste the 8nOut invite link a friend sent you — you'll be connected instantly.","Paste the 8nOut invite link a friend sent you — you'll be connected instantly.","Lim inn 8nOut-invitasjonslenken en venn sendte deg — du blir koblet til med en gang.","","",""
"ios-app","Paste your invite link","Paste your invite link","Lim inn invitasjonslenken din","","",""
"ios-app","Pending","Pending","","","",""
"ios-app","Pending review","Pending review","Til vurdering","","",""
"ios-app","Pending review — it appears on the map once approved.","Pending review — it appears on the map once approved.","","","",""
"ios-app","Permanently deletes your profile, locations, connections, challenges and match history. This can't be undone.","Permanently deletes your profile, locations, connections, challenges and match history. This can't be undone.","Sletter profilen, plasseringene, kontaktene, utfordringene og kamphistorikken din for godt. Dette kan ikke angres.","","",""
"ios-app","Phone","Phone","Telefon","","",""
"ios-app","Phone number · optional","Phone number · optional","Telefonnummer · valgfritt","","",""
"ios-app","Pick an existing club above, or submit yours anyway.","Pick an existing club above, or submit yours anyway.","","","",""
"ios-app","Pick your club and it's added straight away — only a new venue needs review.","Pick your club and it's added straight away — only a new venue needs review.","Velg klubben din, så er den lagt til med en gang — bare en ny klubb går til vurdering.","","",""
"ios-app","Place","Place","Sted","","",""
"ios-app","Placed in %@, %@","Placed in %@, %@","","","%@",""
"ios-app","Play a match with another %@ member and log it — you'll be on the board straight away.","Play a match with another %@ member and log it — you'll be on the board straight away.","","","%@",""
"ios-app","Play now at %@?","Play now at %@?","","","%@",""
"ios-app","Play on CueScore?","Play on CueScore?","Spiller du på CueScore?","","",""
"ios-app","Play right now, no scheduled challenge needed.","Play right now, no scheduled challenge needed.","","","",""
"ios-app","Played","Played","","","",""
"ios-app","Player","Player","","","",""
"ios-app","Players filter the map by country and town. Without yours, you're hard to find.","Players filter the map by country and town. Without yours, you're hard to find.","Spillere filtrerer kartet på land og by. Uten dine er du vanskelig å finne.","","",""
"ios-app","Players here","Players here","Spillere her","","",""
"ios-app","Players who add this club appear here.","Players who add this club appear here.","Spillere fra denne klubben, vises her.","","",""
"ios-app","Players who frequent this club appear here once they add it to their profile.","Players who frequent this club appear here once they add it to their profile.","Spillere som ofte spiller i denne klubben, vises her når de legger den til i profilen sin.","","",""
"ios-app","Playing at %@ until %@","Playing at %@ until %@","","","%@",""
"ios-app","Playing until %@","Playing until %@","","","%@",""
"ios-app","Playing with %@ at %@ until %@","Playing with %@ at %@ until %@","Spiller med %@ hos %@ til %@","","%@",""
"ios-app","Playing with %@ until %@","Playing with %@ until %@","Spiller med %@ til %@","","%@",""
"ios-app","Playing, at %@ until %@","Playing, at %@ until %@","","","%@",""
"ios-app","Plays at","Plays at","Spiller i","","",""
"ios-app","Praying hands","Praying hands","Foldede hender","","",""
"ios-app","Prefer not to say","Prefer not to say","Vil ikke oppgi","","",""
"ios-app","Preparing…","Preparing…","","","",""
"ios-app","Presence","Presence","","","",""
"ios-app","Preview","Preview","","","",""
"ios-app","Preview full size","Preview full size","","","",""
"ios-app","Preview of the printed board","Preview of the printed board","","","",""
"ios-app","Privacy","Privacy","Personvern","","",""
"ios-app","Privacy Policy","Privacy Policy","Personvernerklæring","","",""
"ios-app","Profile","Profile","Profil","","",""
"ios-app","Question %lld of 3","Question %lld of 3","Spørsmål %lld av 3","","%lld",""
"ios-app","RATING","RATING","","","",""
"ios-app","Race format","Race format","","","",""
"ios-app","Race to","Race to","","","",""
"ios-app","Race to %lld","Race to %lld","","","%lld",""
"ios-app","Rack %lld of race to %lld","Rack %lld of race to %lld","","","%lld",""
"ios-app","Racks %lld","Racks %lld","","","%lld",""
"ios-app","Rating","Rating","Rating","","",""
"ios-app","Ratings & profiles","Ratings & profiles","Ratinger og profiler","","",""
"ios-app","React","React","Reager","","",""
"ios-app","Read","Read","Lest","","",""
"ios-app","Read receipts","Read receipts","Lesekvitteringer","","",""
"ios-app","Read receipts are here","Read receipts are here","Lesekvitteringer er her","","",""
"ios-app","Read receipts only work when you and the other person both have them on. Turn yours off and it stops for both of you straight away.","Read receipts only work when you and the other person both have them on. Turn yours off and it stops for both of you straight away.","Lesekvitteringer fungerer bare når du og den andre begge har dem på. Slå av din, og det stopper med én gang for dere begge.","","",""
"ios-app","Read this online","Read this online","","","",""
"ios-app","Reading…","Reading…","","","",""
"ios-app","Ready to play","Ready to play","Klar for spill","","",""
"ios-app","Reason","Reason","Årsak","","",""
"ios-app","Reason: %@","Reason: %@","Grunn: %@","","%@",""
"ios-app","Recent matches","Recent matches","Nylige kamper","","",""
"ios-app","Record","Record","Statistikk","","",""
"ios-app","Recorded by %@","Recorded by %@","","","%@",""
"ios-app","Recorded by you","Recorded by you","","","",""
"ios-app","Redeem invite","Redeem invite","Løs inn invitasjon","","",""
"ios-app","Redeem invite link","Redeem invite link","Løs inn invitasjonslenke","","",""
"ios-app","Rejoin scoreboard","Rejoin scoreboard","","","",""
"ios-app","Rejoin the live scoreboard","Rejoin the live scoreboard","","","",""
"ios-app","Related","Related","","","",""
"ios-app","Remove","Remove","Fjern","","",""
"ios-app","Remove %@ from your clubs?","Remove %@ from your clubs?","Fjern %@ fra klubbene dine?","","%@",""
"ios-app","Remove club","Remove club","Fjern klubb","","",""
"ios-app","Remove connection","Remove connection","","","",""
"ios-app","Remove contact details","Remove contact details","Fjern kontaktinfo","","",""
"ios-app","Remove reaction","Remove reaction","Fjern reaksjon","","",""
"ios-app","Remove second option","Remove second option","Fjern det andre alternativet","","",""
"ios-app","Report","Report","Rapporter","","",""
"ios-app","Report message","Report message","Rapporter melding","","",""
"ios-app","Report player","Report player","Rapporter spiller","","",""
"ios-app","Report sent.","Report sent.","","","",""
"ios-app","Report venue","Report venue","","","",""
"ios-app","Reported and blocked.","Reported and blocked.","","","",""
"ios-app","Request sent","Request sent","Forespørsel sendt","","",""
"ios-app","Requested","Requested","Forespurt","","",""
"ios-app","Requests","Requests","Forespørsler","","",""
"ios-app","Reset code","Reset code","Nullstill kode","","",""
"ios-app","Reset my code","Reset my code","Nullstill koden min","","",""
"ios-app","Reset your code?","Reset your code?","Nullstille koden?","","",""
"ios-app","Respond","Respond","Svar","","",""
"ios-app","Restart 8nOut to apply","Restart 8nOut to apply","Start 8nOut på nytt for å bruke endringen","","",""
"ios-app","Result","Result","Resultat","","",""
"ios-app","Resume","Resume","","","",""
"ios-app","Retry","Retry","Prøv igjen","","",""
"ios-app","Rotate for a bigger scoreboard","Rotate for a bigger scoreboard","","","",""
"ios-app","Save","Save","Lagre","","",""
"ios-app","Save and finish","Save and finish","Lagre og fullfør","","",""
"ios-app","Save or print","Save or print","","","",""
"ios-app","Say hi and arrange a game.","Say hi and arrange a game.","Si hei og avtal et spill.","","",""
"ios-app","Score (optional)","Score (optional)","Score (valgfritt)","","",""
"ios-app","Search address or venue name","Search address or venue name","Søk på adresse eller stedsnavn","","",""
"ios-app","Search help…","Search help…","","","",""
"ios-app","Search pool rooms","Search pool rooms","Søk biljardklubb","","",""
"ios-app","See all","See all","Se alle","","",""
